,county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,square_footage,location,latitude,longitude
5797,Erie,716655,Store,JAC   ,GHASSAN ABDULLA S MOHSIN         ,PERRY FOOD MARKET & GRI,366,PERRY ST                     ,BUFFALO,NY,14204,2700,"366 perry st buffalo, ny 14204 42.873658, -78.863609",42.873658,-78.863609
5798,Erie,142734,Store,A     ,AL BAAGARI ALI M                 ,PETERS FOOD MARKET II,684,LASALLE AVE                  ,BUFFALO,NY,14215,1500,"684 lasalle ave buffalo, ny 14215 42.944948, -78.80672",42.944948,-78.80672
5800,Erie,141019,Store,JAC   ,PHAM TUYEN KIM                   ,PHU THAI,356,CONNECTICUT ST               ,BUFFALO,NY,14213,1200,"356 connecticut st buffalo, ny 14213 42.905838, -78.887714",42.905838,-78.887714
5801,Erie,706229,Store,JAC   ,PIEROGI BY PAULA LLC             ,PIEROGI BY PAULA,999,BROADWAY                     ,BUFFALO,NY,14212,600,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5802,Erie,725493,Store,JAC   ,ALI TALAAT O                     ,PIKES PEAK MARKET,1318,FILLMORE AVE                ,BUFFALO,NY,14211,2500,"1318 fillmore ave buffalo, ny 14211 42.9096, -78.839069",42.9096,-78.839069
5803,Erie,141813,Store,JAC   ,OBAID ADEL S                     ,POTOMAC EXPRESS DELI,188,POTOMAC AVE                  ,BUFFALO,NY,14213,1200,"188 potomac ave buffalo, ny 14213 42.92399, -78.892473",42.92399,-78.892473
5805,Erie,731239,Store,JAC   ,PREMIUM COFFEE OF WNY LLC        ,PREMIUM COFFEE OF WNY,2510,HAMBURG TPKE                ,BUFFALO,NY,14218,1600,"2510 hamburg tpke buffalo, ny 14218 42.81694, -78.846591",42.81694,-78.846591
5806,Erie,142568,Store,JAC   ,PRRC INC                         ,PRICE RITE,250,ELMWOOD AVE          ,BUFFALO,NY,14222,44000,"250 elmwood ave buffalo, ny 14222 42.903782, -78.877134",42.903782,-78.877134
5807,Erie,142712,Store,JAC   ,PRRC INC                         ,PRICE RITE,1700-1750,WALDEN AVE     ,CHEEKTOWAGA,NY,14225,37000,"1700 1750 walden ave cheektowaga, ny 14225 42.908182, -78.773946",42.908182,-78.773946
5808,Erie,142620,Store,JAC   ,PRRC INC                         ,PRICE RITE,1716,KENMORE AVE         ,BUFFALO,NY,14216,40000,"1716 kenmore ave buffalo, ny 14216 42.95861, -78.88249",42.95861,-78.88249
5809,Erie,148483,Store,JAC   ,PRICE RITE MARKET INC            ,PRICE RITE MARKET,326,W DELAVAN AVE                ,BUFFALO,NY,14213,2100,"326 w delavan ave buffalo, ny 14213 42.92208, -78.887493",42.92208,-78.887493
5813,Erie,141344,Store,JAC   ,PRIME STOP INC                   ,PRIME STOP,755,E DELAVAN AVE                ,BUFFALO,NY,14215,2500,"755 e delavan ave buffalo, ny 14215 42.922175, -78.828708",42.922175,-78.828708
5814,Erie,721834,Store,JAC   ,BISTA ROSAN                      ,PRODUCE MARKET,487,GRANT ST                     ,BUFFALO,NY,14213,900,"487 grant st buffalo, ny 14213 42.927197, -78.88946",42.927197,-78.88946
5815,Erie,721534,Store,JAC   ,AL SHEIKH JAMIL T                ,PROGRESS FOOD MARKET,289,HAMBURG ST                   ,BUFFALO,NY,14204,1900,"289 hamburg st buffalo, ny 14204 42.871763, -78.858036",42.871763,-78.858036
5817,Erie,142861,Store,A     ,DUBAISHI HUSSEIN S               ,PYRAMID EXPRESS HSD,102,HOYT ST                  ,BUFFALO,NY,14213,1000,"102 hoyt st buffalo, ny 14213 42.918517, -78.886886",42.918517,-78.886886
5818,Erie,729645,Store,JABC  ,MAMA ROSAS KITCHEN LLC           ,QUAKER BONNET BAKERY LL,69,CHENANGO ST                   ,BUFFALO,NY,14213,4000,"69 chenango st buffalo, ny 14213 42.913121, -78.884035",42.913121,-78.884035
5820,Erie,733028,Store,JAC   ,MOOSA MOHAMED                    ,RAINBOW MARKET,3172,BAILEY AVE                  ,BUFFALO,NY,14215,1500,"3172 bailey ave buffalo, ny 14215 42.941075, -78.813656",42.941075,-78.813656
5821,Erie,142586,Store,JAC   ,RAYS CONVENIENT SHOP INC         ,RAYS CONVENIENT SHOP,514,ONTARIO ST                   ,BUFFALO,NY,14207,1200,"514 ontario st buffalo, ny 14207 42.957396, -78.896609",42.957396,-78.896609
5825,Erie,149175,Store,JAC   ,UNITED REFINING CO OF PA INC     ,RED APPLE FD MRT M0327,3724,HARLEM RD                   ,CHEEKTOWAGA,NY,14215,2000,"3724 harlem rd cheektowaga, ny 14215 42.945472, -78.784122",42.945472,-78.784122
5826,Erie,149018,Store,JAC   ,UNITED REFINING CO OF PA INC     ,RED APPLE FD MRT M0329,1779,CLINTON ST                  ,BUFFALO,NY,14206,1000,"1779 clinton st buffalo, ny 14206 42.871903, -78.810877",42.871903,-78.810877
5829,Erie,147160,Store,JACK  ,PAUL REDLINSKI&SONS INC          ,REDLINSKI MEATS,1585,WALDEN AVE                  ,CHEEKTOWAGA,NY,14225,3000,"1585 walden ave cheektowaga, ny 14225 42.906934, -78.779",42.906934,-78.779
5830,Erie,728754,Store,A     ,RED SEA ONE INC                  ,RED SEA ONE,3154,BAILEY AVENUE               ,BUFFALO,NY,14215,1800,"3154 bailey avenue buffalo, ny 14215 42.940703, -78.813649",42.940703,-78.813649
5831,Erie,728841,Store,JAC   ,PULAMI TEK                       ,RENISHA MINI MARKET,289,GRANT AVE              ,BUFFALO,NY,14213,0,"289 grant ave buffalo, ny 14213 42.921864, -78.890154",42.921864,-78.890154
5832,Erie,142580,Store,JACD  ,RD AMERICA LLC                   ,RESTAURANT DEPOT,500,DUKE RD                      ,CHEEKTOWAGA,NY,14225,58000,"500 duke rd cheektowaga, ny 14225 42.904102, -78.76423",42.904102,-78.76423
5833,Erie,731328,Store,JAC   ,BHUTANESE GROCERY STORE LLC      ,RETAIL FOOD STORES,3327,BAILEY AVE            ,BUFFALO,NY,14215,1500,"3327 bailey ave buffalo, ny 14215 42.945473, -78.813675",42.945473,-78.813675
5834,Erie,148696,Store,JAC   ,KHOURY SAMIR&MONA                ,RICOTAS FOOD SHOP,206,ELK ST                       ,BUFFALO,NY,14210,2800,"206 elk st buffalo, ny 14210 42.868522, -78.846304",42.868522,-78.846304
5835,Erie,731975,Store,JAC   ,ALKOMA INC                       ,RIGHT PRICE,2887,BAILEY AVE                  ,BUFFALO,NY,14215,2200,"2887 bailey ave buffalo, ny 14215 42.933394, -78.813656",42.933394,-78.813656
5852,Erie,723597,Store,A     ,ECKERD CORPORATION               ,RITE AID #10824,789,TONAWANDA ST                 ,BUFFALO,NY,14207,2200,"789 tonawanda st buffalo, ny 14207 42.950135, -78.904034",42.950135,-78.904034
5853,Erie,147303,Store,A     ,ECKERD CORP                      ,RITE AID 10825,1625,BROADWAY ST                 ,BUFFALO,NY,14212,2900,"1625 broadway st buffalo, ny 14212 42.896761, -78.814954",42.896761,-78.814954
5854,Erie,140683,Store,A     ,ECKERD CORP                      ,RITE AID 10826,291,W FERRY ST                   ,BUFFALO,NY,14213,15000,"291 w ferry st buffalo, ny 14213 42.91527, -78.890748",42.91527,-78.890748
5855,Erie,140804,Store,A     ,ECKERD CORP                      ,RITE AID 10827,2585,MAIN ST                     ,BUFFALO,NY,14214,14000,"2585 main st buffalo, ny 14214 42.938354, -78.840052",42.938354,-78.840052
5857,Erie,148050,Store,A     ,ECKERD CORP                      ,RITE AID 10830,2175,S PARK AVE                  ,BUFFALO,NY,14220,13000,"2175 s park ave buffalo, ny 14220 42.839321, -78.82379",42.839321,-78.82379
5862,Erie,141244,Store,A     ,ECKERD CORP                      ,RITE AID 10836,2401,GENESEE ST                  ,CHEEKTOWAGA,NY,14225,11000,"2401 genesee st cheektowaga, ny 14225 42.919627, -78.794494",42.919627,-78.794494
5865,Erie,140970,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 1194,1941,SENECA ST                   ,BUFFALO,NY,14210,12000,"1941 seneca st buffalo, ny 14210 42.858149, -78.812991",42.858149,-78.812991
5867,Erie,140265,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 1511,2474,BAILEY AVE                  ,BUFFALO,NY,14215,10000,"2474 bailey ave buffalo, ny 14215 42.922166, -78.813684",42.922166,-78.813684
5868,Erie,149252,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 1652,2315,WILLIAM ST                  ,BUFFALO,NY,14206,5000,"2315 william st buffalo, ny 14206 42.884354, -78.784853",42.884354,-78.784853
5869,Erie,140704,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 1677,476,WILLIAM ST                   ,BUFFALO,NY,14206,9600,"476 william st buffalo, ny 14206 42.885162, -78.8534",42.885162,-78.8534
5870,Erie,141026,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 1816,845,ABBOTT RD                    ,BUFFALO,NY,14220,12000,"845 abbott rd buffalo, ny 14220 42.841548, -78.808601",42.841548,-78.808601
5871,Erie,142828,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID #1910,2047,SHERIDAN DR                 ,BUFFALO,NY,14223,14753,"2047 sheridan dr buffalo, ny 14223 42.980795, -78.858041",42.980795,-78.858041
5872,Erie,140698,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 2448,1070,GENESEE ST                  ,BUFFALO,NY,14211,11000,"1070 genesee st buffalo, ny 14211 42.902706, -78.838361",42.902706,-78.838361
5875,Erie,140067,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 3521,1410,DELAWARE AVE                ,BUFFALO,NY,14209,6000,"1410 delaware ave buffalo, ny 14209 42.922683, -78.867347",42.922683,-78.867347
5883,Erie,147441,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID 565,452,MAIN ST                      ,BUFFALO,NY,14202,2900,"452 main st buffalo, ny 14202 42.886283, -78.874178",42.886283,-78.874178
5884,Erie,149343,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHAMRACY 01962,284,CONNECTICUT ST               ,BUFFALO,NY,14213,6000,"284 connecticut st buffalo, ny 14213 42.904871, -78.889635",42.904871,-78.889635
5885,Erie,147948,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHARMACY 00499,424,ELMWOOD AVE                  ,BUFFALO,NY,14222,4000,"424 elmwood ave buffalo, ny 14222 42.9087, -78.877109",42.9087,-78.877109
5886,Erie,140555,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHARMACY 00761,2887,HARLEM RD                   ,CHEEKTOWAGA,NY,14225,20000,"2887 harlem rd cheektowaga, ny 14225 42.921794, -78.784243",42.921794,-78.784243
5888,Erie,140957,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHARMACY 01674,3950,UNION RD                    ,CHEEKTOWAGA,NY,14225,9900,"3950 union rd cheektowaga, ny 14225 42.921758, -78.754142",42.921758,-78.754142
5889,Erie,140612,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHARMACY 01689,3071-3085,S PARK AVE             ,LACKAWANNA,NY,14218,8500,"3071 3085 s park ave lackawanna, ny 14218 42.816167, -78.824",42.816167,-78.824
5890,Erie,149270,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHARMACY 01807,1224,EAST LOVEJOY ST             ,BUFFALO,NY,14206,5000,"1224 east lovejoy st buffalo, ny 14206 42.889759, -78.802898",42.889759,-78.802898
5892,Erie,142496,Store,JAC   ,RIVERSIDE DELI LLC               ,RIVERSIDE DELI,897,TONAWANDA ST                 ,BUFFALO,NY,14207,1000,"897 tonawanda st buffalo, ny 14207 42.953059, -78.905543",42.953059,-78.905543
5893,Erie,142523,Store,JAC   ,RIVERSIDE EXPRESS MART INC       ,RIVERSIDE EXPRESS MART,550,TONAWANDA ST                 ,BUFFALO,NY,14207,1000,"550 tonawanda st buffalo, ny 14207 42.944044, -78.900888",42.944044,-78.900888
5894,Erie,142665,Store,JAC   ,BJK FOOD INC                     ,RIVERSIDE MARKET,740,TONAWANDA ST                 ,BUFFALO,NY,14207,4000,"740 tonawanda st buffalo, ny 14207 42.949042, -78.903468",42.949042,-78.903468
5901,Erie,708632,Store,JAC   ,S&A MINI MART INC                ,S&A MINI MART,1338,ELECTRIC AVE                ,BUFFALO,NY,14218,500,"1338 electric ave buffalo, ny 14218 42.822758, -78.827836",42.822758,-78.827836
5902,Erie,707449,Store,JAC   ,ALFAQIH SAMEER A                 ,SAMMY'S METRO DELI & GR,1381,MAIN ST                     ,BUFFALO,NY,14209,1900,"1381 main st buffalo, ny 14209 42.911138, -78.865968",42.911138,-78.865968
5903,Erie,149914,Store,JABC  ,SAMS EAST INC                    ,SAMS CLUB 6673,3735,UNION RD                    ,CHEEKTOWAGA,NY,14225,136000,"3735 union rd cheektowaga, ny 14225 42.914388, -78.754219",42.914388,-78.754219
5904,Erie,141051,Store,A     ,ABDELLATIF LAITH H               ,SAMS EXPRESS MART,880,FILLMORE AVE                 ,BUFFALO,NY,14212,2000,"880 fillmore ave buffalo, ny 14212 42.897223, -78.839282",42.897223,-78.839282
5905,Erie,724442,Store,A     ,NAGI BADRADDIN                   ,SAMS QUICK STOP,352,WALDEN AVE                   ,BUFFALO,NY,14211,1000,"352 walden ave buffalo, ny 14211 42.903629, -78.822998",42.903629,-78.822998
5907,Erie,140726,Store,JACD  ,SAUSAGE MAKER INC THE            ,SAUSAGE MAKER THE,1500,CLINTON ST BLDG 123         ,BUFFALO,NY,14206,10000,"1500 clinton st buffalo, ny 14206 42.872438, -78.821025",42.872438,-78.821025
5909,Erie,703857,Store,JAC   ,142 GRANT ST LLC                 ,SAVE A LOT,142,GRANT ST                     ,BUFFALO,NY,14213,9000,"142 grant st buffalo, ny 14213 42.917881, -78.890665",42.917881,-78.890665
5911,Erie,140162,Store,JAC   ,HORRIGAN SONS INC                ,SAVE A LOT,999,BROADWAY                     ,BUFFALO,NY,14212,17000,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5912,Erie,141141,Store,JAC   ,HORRIGAN SONS ROSSLER INC        ,SAVE A LOT,77,S ROSSLER ST                  ,CHEEKTOWAGA,NY,14206,20000,"77 s rossler st cheektowaga, ny 14206 42.874543, -78.794924",42.874543,-78.794924
5913,Erie,707202,Store,JAC   ,TUYEN KIM PHAM                   ,SAVE A LOT,4144,UNION RD                    ,BUFFALO,NY,14225,11000,"4144 union rd buffalo, ny 14225 42.928793, -78.754139",42.928793,-78.754139
5916,Erie,141157,Store,JAC   ,HOUCHENS FOOD GROUP INC          ,SAVE A LOT 312,2160,GENESEE ST                  ,BUFFALO,NY,14211,16000,"2160 genesee st buffalo, ny 14211 42.916952, -78.802947",42.916952,-78.802947
5917,Erie,140853,Store,JAC   ,HOUCHENS FOOD GROUP INC          ,SAVE A LOT 313,284,ONTARIO ST                   ,BUFFALO,NY,14207,25000,"284 ontario st buffalo, ny 14207 42.95236, -78.901307",42.95236,-78.901307
5919,Erie,712883,Store,JAC   ,ALI TOWFFEEK G                   ,SAVE MORE DELI & GROCER,1591,S PARK AVE                  ,BUFFALO,NY,14220,500,"1591 s park ave buffalo, ny 14220 42.854944, -78.827639",42.854944,-78.827639
5928,Erie,142513,Store,JAC   ,RITE PRICE MARKET INC            ,SCIMES SAUSAGE,2484,DELAWARE AVE                ,BUFFALO,NY,14216,5000,"2484 delaware ave buffalo, ny 14216 42.951838, -78.868917",42.951838,-78.868917
5929,Erie,720632,Store,JAC   ,S & C MART INC                   ,S & C MART,490,CONNECTICUT ST               ,BUFFALO,NY,14213,3000,"490 connecticut st buffalo, ny 14213 42.908102, -78.883239",42.908102,-78.883239
5930,Erie,149649,Store,JAC   ,SENECA FOOD MART INC             ,SENECA FOOD MART,1199,SENECA ST                   ,BUFFALO,NY,14210,2000,"1199 seneca st buffalo, ny 14210 42.870474, -78.834165",42.870474,-78.834165
5936,Erie,142209,Store,A     ,KOZAKIEWICZ APRIL L              ,SHERMAN DELI,819,GENESSEE ST                  ,BUFFALO,NY,14211,1000,"819 genessee st buffalo, ny 14211 42.89923, -78.846659",42.89923,-78.846659
5937,Erie,729477,Store,JAC   ,SUSHI WITH GUSTO INC             ,SHIZEN,1678,HERTEL AVE                  ,BUFFALO,NY,14216,900,"1678 hertel ave buffalo, ny 14216 42.947612, -78.845626",42.947612,-78.845626
5938,Erie,730089,Store,JAC   ,SAKTHY FOOD CORP                 ,SHOP FRESH,300,KENMORE AVE                  ,BUFFALO,NY,14223,1316,"300 kenmore ave buffalo, ny 14223 42.958233, -78.829512",42.958233,-78.829512
5939,Erie,141620,Store,A     ,SHOP N GO INC                    ,SHOP N GO,984,JEFFERSON AVE                ,BUFFALO,NY,14204,1200,"984 jefferson ave buffalo, ny 14204 42.901946, -78.853971",42.901946,-78.853971
5941,Erie,734820,Store,JAC   ,SHOP N SAVE INC                  ,SHOP N SAVE,490,CONNECTICUT ST               ,BUFFALO,NY,14213,0,"490 connecticut st buffalo, ny 14213 42.908102, -78.883239",42.908102,-78.883239
5942,Erie,724537,Store,JAC   ,SHOPPERS MARKET INC              ,SHOPPERS MARKET,1799,GENESEE STREET              ,BUFFALO,NY,14211,2000,"1799 genesee street buffalo, ny 14211 42.912086, -78.815082",42.912086,-78.815082
5945,Erie,142025,Store,JAC   ,BUFFALO SAV INC                  ,SLAVIC BAZZAR,1550,WILLIAM ST                  ,BUFFALO,NY,14206,1200,"1550 william st buffalo, ny 14206 42.88477, -78.813431",42.88477,-78.813431
5947,Erie,140643,Store,JAC   ,SLOAN SUPER MARKET INC           ,SLOAN SUPER MARKET,494,REIMAN ST                    ,BUFFALO,NY,14212,4800,"494 reiman st buffalo, ny 14212 42.895522, -78.790776",42.895522,-78.790776
5948,Erie,721029,Store,A     ,KD PETROLEUM INC                 ,SMILEY'S CONVENIENCE ST,1211,COLVIN BLVD                 ,BUFFALO,NY,14223,1150,"1211 colvin blvd buffalo, ny 14223 42.97411, -78.858401",42.97411,-78.858401
5949,Erie,711435,Store,JAC   ,BEKELE TEKESTE M                 ,S&M MARKET,179,MILITARY RD                  ,BUFFALO,NY,14207,600,"179 military rd buffalo, ny 14207 42.941638, -78.891912",42.941638,-78.891912
5950,Erie,142830,Store,JAC   ,SNAP MART OF BUFFALO INC         ,SNAP MART OF BUFFALO,2183,GENESEE ST                  ,BUFFALO,NY,14211,2000,"2183 genesee st buffalo, ny 14211 42.917142, -78.802472",42.917142,-78.802472
5951,Erie,723651,Store,JAC   ,SUBEDI NARAYAN & DHITAL SOM      ,SN GROCERY,139,VERMONT ST                   ,BUFFALO,NY,14213,1000,"139 vermont st buffalo, ny 14213 42.905558, -78.892856",42.905558,-78.892856
5952,Erie,725979,Store,JAC   ,SNOWY OWL KOMBUCHA LLC           ,SNOWY OWL KOMBUCHA,65,VANDALIA ST                   ,BUFFALO,NY,14204,550,"65 vandalia st buffalo, ny 14204 42.866419, -78.861162",42.866419,-78.861162
5954,Erie,141071,Store,JAC   ,ALHAMRI INC                      ,SOUTH PARK EXPRESS MKT,3045,S PARK AVE                  ,LACKAWANNA,NY,14218,4000,"3045 s park ave lackawanna, ny 14218 42.817328, -78.824005",42.817328,-78.824005
5955,Erie,728042,Store,JAC   ,SOUTH PARK MART INC              ,SOUTH PARK MART,2082,SOUTH PARK AVE              ,BUFFALO,NY,14220,1200,"2082 south park ave buffalo, ny 14220 42.841822, -78.823754",42.841822,-78.823754
5956,Erie,723919,Store,JAC   ,2540 S PARK AVENUE LLC           ,SOUTH PARK MOBIL,2540,S PARK AVE                  ,BUFFALO,NY,14218,800,"2540 s park ave buffalo, ny 14218 42.830728, -78.823925",42.830728,-78.823925
5957,Erie,706345,Store,JAC   ,ALI TOWFFEEK G                   ,SOUTH PARK PIZZA & GROC,1727,S PARK AVE                  ,BUFFALO,NY,14220,1200,"1727 s park ave buffalo, ny 14220 42.85167, -78.825215",42.85167,-78.825215
5959,Erie,142134,Store,JAC   ,JK EXPERIENCE INC                ,SPARS EUROPN SAUSAGE&MT,405,AMHERST ST                   ,BUFFALO,NY,14207,3000,"405 amherst st buffalo, ny 14207 42.938627, -78.888792",42.938627,-78.888792
5964,Erie,728649,Store,JAC   ,3083 MAIN ST INC                 ,S&S DELI,3083,MAIN ST                     ,BUFFALO,NY,14214,1200,"3083 main st buffalo, ny 14214 42.948621, -78.828685",42.948621,-78.828685
5968,Erie,729740,Store,A     ,AL FAHD AHLAM                    ,STAR MARKET,210,DEWEY AVE                    ,BUFFALO,NY,14214,2000,"210 dewey ave buffalo, ny 14214 42.931326, -78.839514",42.931326,-78.839514
5969,Erie,140937,Store,A     ,MUTHANA AREF & ALGAGHMANI EIAD   ,STEFFIES FOOD MARKET,1592,ELMWOOD AVE                 ,BUFFALO,NY,14207,1000,"1592 elmwood ave buffalo, ny 14207 42.940076, -78.878643",42.940076,-78.878643
5971,Erie,140865,Store,JAC   ,STEVES MEATS INC                 ,STEVES MEATS,1314,E DELAVAN AVE               ,BUFFALO,NY,14215,5000,"1314 e delavan ave buffalo, ny 14215 42.922712, -78.80811",42.922712,-78.80811
5977,Erie,732200,Store,JAC   ,7 ELEVEN INC                     ,SUNOCO #40182H,2731,DELAWARE AVE                ,BUFFALO,NY,14216,2200,"2731 delaware ave buffalo, ny 14216 42.958327, -78.869514",42.958327,-78.869514
5980,Erie,724760,Store,JAC   ,SUNOCO RETAIL LLC                ,SUNOCO #7222,1329,ABBOT RD                    ,BUFFALO,NY,14218,800,"1329 abbot rd buffalo, ny 14218 42.828841, -78.804611",42.828841,-78.804611
5982,Erie,149957,Store,JAC   ,ABYSS INC                        ,SUNOCO A PLUS,1301,HERTEL AVE                  ,BUFFALO,NY,14216,1500,"1301 hertel ave buffalo, ny 14216 42.947735, -78.85949",42.947735,-78.85949
5984,Erie,140341,Store,JAC   ,OBSIDO AAA INC                   ,SUNOCO A PLUS,1390,DELAWARE AVE                ,BUFFALO,NY,14209,1400,"1390 delaware ave buffalo, ny 14209 42.921942, -78.867416",42.921942,-78.867416
5987,Erie,714619,Store,JAC   ,WASEL A MUJAMAL & NAJIB A ALAWOI ,SUNOCO SUPER MART,1266,E DELEVAN AVE               ,BUFFALO,NY,14215,1100,"1266 e delevan ave buffalo, ny 14215 42.922699, -78.810039",42.922699,-78.810039
5988,Erie,142601,Store,JAC   ,SUNRISE MINI MART INC            ,SUNRISE FOOD MARKET,108,WILLIAM ST                   ,BUFFALO,NY,14204,1400,"108 william st buffalo, ny 14204 42.885093, -78.867487",42.885093,-78.867487
5989,Erie,713153,Store,JAC   ,SUNRISE MINI MART 2 INC          ,SUNRISE MINI MART II,375,MICHIGAN AVE                 ,BUFFALO,NY,14204,2100,"375 michigan ave buffalo, ny 14204 42.882626, -78.868759",42.882626,-78.868759
5991,Erie,141983,Store,A     ,BLENDONOHY JULIA N               ,SUPERIOR FOOD KING,1084,CLINTON ST                  ,BUFFALO,NY,14206,1500,"1084 clinton st buffalo, ny 14206 42.877737, -78.83479",42.877737,-78.83479
5992,Erie,733294,Store,JAC   ,SUPERMARKET INC                  ,SUPERMARKET,143,WALDEN AVENUE                ,BUFFALO,NY,14211,1600,"143 walden avenue buffalo, ny 14211 42.903558, -78.83088",42.903558,-78.83088
5993,Erie,724761,Store,JAC   ,SUPER PRICE CHOPPER MEATS INC    ,SUPER PRICE CHOPPER MEA,1588,GENESEE STREET              ,BUFFALO,NY,14211,14000,"1588 genesee street buffalo, ny 14211 42.90952, -78.821483",42.90952,-78.821483
5994,Erie,727276,Store,JAC   ,SUPER SAVER MINI MART INC        ,SUPER SAVER MINI MART,1482,BROADWAY                    ,BUFFALO,NY,14212,2000,"1482 broadway buffalo, ny 14212 42.896123, -78.82024",42.896123,-78.82024
5995,Erie,709887,Store,A     ,SUPER STOP GAS & FOOD INC        ,SUPER STOP GAS & FOOD,1547,BROADWAY ST                 ,BUFFALO,NY,14212,0,"1547 broadway st buffalo, ny 14212 42.896479, -78.817476",42.896479,-78.817476
5997,Erie,142691,Store,JAC   ,NASSER AHMED                     ,SWAN STREET FOODS,357,SWAN ST                      ,BUFFALO,NY,14204,1500,"357 swan st buffalo, ny 14204 42.879547, -78.862352",42.879547,-78.862352
6000,Erie,721853,Store,JAC   ,SYCAMORE HALAL MEAT & FISH MARKET,SYCAMORE HALAL MEAT & F,1064,SYCAMORE ST                 ,BUFFALO,NY,14212,1500,"1064 sycamore st buffalo, ny 14212 42.899809, -78.832393",42.899809,-78.832393
6003,Erie,140730,Store,JABC  ,TARGET CORPORATION               ,TARGET 1013,2626,DELAWARE AVE                ,BUFFALO,NY,14216,117000,"2626 delaware ave buffalo, ny 14216 42.955127, -78.86926",42.955127,-78.86926
6004,Erie,140734,Store,JABC  ,TARGET CORPORATION               ,TARGET 1014,1750,WALDEN AVE                  ,CHEEKTOWAGA,NY,14225,105000,"1750 walden ave cheektowaga, ny 14225 42.908741, -78.771947",42.908741,-78.771947
6010,Erie,141852,Store,A     ,ALEZI YOUSIF AHMAD               ,TEXAS GAS & CONVENIENT,473,E DELAVAN AVE                ,BUFFALO,NY,14214,1500,"473 e delavan ave buffalo, ny 14214 42.921849, -78.839545",42.921849,-78.839545
6011,Erie,732596,Store,JAC   ,T & F 1345 INC                   ,T & F 1345,1345,E DELAVAN AVE               ,BUFFALO,NY,14215,2500,"1345 e delavan ave buffalo, ny 14215 42.92272, -78.807296",42.92272,-78.807296
6012,Erie,734626,Store,JAC   ,HIRSCH SCOTT M                   ,THAT POPCORN SHACK,1112,KENMORE AVE                 ,BUFFALO,NY,14216,1500,"1112 kenmore ave buffalo, ny 14216 42.958661, -78.859283",42.958661,-78.859283
6016,Erie,725069,Store,JAC   ,ELVISH FANTASIES INC             ,THINKING ELVISH FANTASY,423,ELMWOOD AVE              ,BUFFALO,NY,14222,1000,"423 elmwood ave buffalo, ny 14222 42.908616, -78.877109",42.908616,-78.877109
6020,Erie,729934,Store,JAC   ,SR FAHIM INC.                    ,TIP TOP EXPRESS CONVENI,441,FILLMORE AVENUE-UNIT 2       ,BUFFALO,NY,14206,2000,"441 fillmore avenue buffalo, ny 14206 42.885518, -78.839221",42.885518,-78.839221
6027,Erie,140955,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 131,700,THRUWAY PLAZA DR             ,CHEEKTOWAGA,NY,14225,55000,"700 thruway plaza dr cheektowaga, ny 14225 42.90368, -78.782062",42.90368,-78.782062
6028,Erie,141274,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 202,3865,UNION RD                    ,CHEEKTOWAGA,NY,14225,80500,"3865 union rd cheektowaga, ny 14225 42.92012, -78.754142",42.92012,-78.754142
6030,Erie,149431,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 210,345,AMHERST ST                   ,BUFFALO,NY,14207,84000,"345 amherst st buffalo, ny 14207 42.937902, -78.89081",42.937902,-78.89081
6032,Erie,143530,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 213,1460,S PARK AVE                  ,BUFFALO,NY,14220,62200,"1460 s park ave buffalo, ny 14220 42.857479, -78.830329",42.857479,-78.830329
6035,Erie,146782,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 222,1770,BROADWAY AT BAILEY AVE      ,BUFFALO,NY,14212,44000,"1770 broadway at bailey ave buffalo, ny 14212",,
6040,Erie,149514,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 232,2101,ELMWOOD AVE                 ,BUFFALO,NY,14207,84000,"2101 elmwood ave buffalo, ny 14207 42.9549, -78.878251",42.9549,-78.878251
6043,Erie,141057,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS 239,1740,SHERIDAN DR                 ,BUFFALO,NY,14223,56000,"1740 sheridan dr buffalo, ny 14223 42.98095, -78.87039",42.98095,-78.87039
